Class,HighTaxon,Taxon,Species,Mass,BMR,Reference
Birds,Non‐Passer,Pelecani,Botaurus_lentiginosus,600,488.5,"Benedict, Fox, 1927"
Birds,Non‐Passer,Pelecani,Bubulcus_ibis,299.2,237,Ellis 1980
Birds,Non‐Passer,Pelecani,Egretta_caerulea,290.3,179.5,Ellis 1980
Birds,Non‐Passer,Pelecani,Egretta_thula,314,244.5,Ellis 1980
Birds,Non‐Passer,Pelecani,Egretta_tricolor,309,306,Ellis 1980
Birds,Non‐Passer,Pelecani,Eudocimus_albus,940,741.5,"Benedict, Fox, 1927"
Birds,Non‐Passer,Pelecani,Ixobrychus_cinnamomeus,121.6,115.26,Bushuev et al. (unpublished)
Birds,Non‐Passer,Pelecani,Ixobrychus_sinensis,70.1,61.64,Bushuev et al. (unpublished)
Birds,Non‐Passer,Pelecani,Pelecanus_conspicillatus,5090,3262.5,"Benedict, Pox, 1927"
Birds,Non‐Passer,Pelecani,Pelecanus_occidentalis,3510,2303,"Benedict, Fox, 1927"
Birds,Non‐Passer,Phoenicop,Phoenicopterus_roseus,3040,1875.5,"Benedict, Fox, 1927"
Birds,Non‐Passer,Pici,Andigena_hypoglauca,282.9,310.91,"Londono et al., 2015"
Birds,Non‐Passer,Pici,Aulacorhynchus_prasinus,137,178.18,"Londono et al., 2015"
Birds,Non‐Passer,Pici,Aulacorhynchus_prasinus,174.7,149.5,McNab 2001
Birds,Non‐Passer,Pici,Aulacorhynchus_sulcatus,131.7,122,McNab 2001
Birds,Non‐Passer,Pici,Bucco_macrodactylus,23.7,32.73,"Londono et al., 2015"
Birds,Non‐Passer,Pici,Celeus_loricatus,83.1,123.5,Wiersma et al. 2007
Birds,Non‐Passer,Pici,Celeus_spectabilis,113,178.18,"Londono et al., 2015"
Birds,Non‐Passer,Pici,Chrysocolaptes_lucidus,146.45,185.23,Bushuev et al. (unpublished)
Birds,Non‐Passer,Pici,Colaptes_rivolii,81.5,169.09,"Londono et al., 2015"
Birds,Non‐Passer,Pici,Dendrocopos_major,98,161,Kendeigh et al. 1977
Birds,Non‐Passer,Pici,Dinopium_javanense,85.14,123.65,Bushuev et al. (unpublished)
Birds,Non‐Passer,Pici,Dryobates_pubescens,23.3,59.5,Liknes & Swanson 1996
Birds,Non‐Passer,Pici,Galbula_cyanescens,24,41.82,"Londono et al., 2015"
Birds,Non‐Passer,Pici,Gecinulus_grantia,72.1,104.16,Bushuev et al. (unpublished)
Birds,Non‐Passer,Pici,Hemicircus_canente,41.05,77.98,Bushuev et al. (unpublished)
Birds,Non‐Passer,Pici,Jynx_torquilla,31.8,64.5,Kendeigh et al. 1977
Birds,Non‐Passer,Pici,Malacoptila_fulvogularis,49.6,96.36,"Londono et al., 2015"
Birds,Non‐Passer,Pici,Malacoptila_semicincta,47.1,60,"Londono et al., 2015"
Birds,Non‐Passer,Pici,Melanerpes_rubricapillus,48.7,96.5,Wiersma et al. 2007
Birds,Non‐Passer,Pici,Micropternus_brachyurus,79.37,114.3,Bushuev et al. (unpublished)
Birds,Non‐Passer,Pici,Monasa_morphoeus,67.5,81.82,"Londono et al., 2015"
Birds,Non‐Passer,Pici,Monasa_nigrifrons,86,83.64,"Londono et al., 2015"
Birds,Non‐Passer,Pici,Picumnus_rufiventris,21.9,47.27,"Londono et al., 2015"
Birds,Non‐Passer,Pici,Picus_canus,152.13,183.98,Bushuev et al. (unpublished)
Birds,Non‐Passer,Pici,Picus_chlorolophus,62,91.06,Bushuev et al. (unpublished)
Birds,Non‐Passer,Pici,Picus_vittatus,119.75,155.55,Bushuev et al. (unpublished)
Birds,Non‐Passer,Pici,Psilopogon_australis,28.3,61.7,Bushuev et al. (unpublished)
Birds,Non‐Passer,Pici,Psilopogon_faiostrictus,75.3,166.85,Bushuev et al. (unpublished)
Birds,Non‐Passer,Pici,Psilopogon_lineatus,116.7,131.65,Bushuev et al. (unpublished)
Birds,Non‐Passer,Pici,Pteroglossus_aracari,200.7,160,McNab 2001
Birds,Non‐Passer,Pici,Pteroglossus_bailloni,133,126.5,McNab 2001
Birds,Non‐Passer,Pici,Ramphastos_dicolorus,328.9,227.5,McNab 2001
Birds,Non‐Passer,Pici,Ramphastos_toco,582,436,McNab 2001
Birds,Non‐Passer,Pici,Ramphastos_tucanus,420.3,307.5,McNab 2001
Birds,Non‐Passer,Pici,Sasia_ochracea,8.35,33.59,Bushuev et al. (unpublished)
Birds,Non‐Passer,Pici,Selenidera_reinwardtii,173.6,218.18,"Londono et al., 2015"
Birds,Non‐Passer,Pici,Trachyphonus_darnaudii,36.6,39.5,McNab 2001
Birds,Non‐Passer,Pici,Veniliornis_nigriceps,43.4,89.09,"Londono et al., 2015"
Birds,Non‐Passer,Podicipedi,Podiceps_nigricollis,317,385.5,Ellis & Jehl 2003
Birds,Non‐Passer,Procellarii,Aphrodroma_brevirostris,315,319,Brown & Adams 1984
Birds,Non‐Passer,Procellarii,Diomedea_exulans,8130,3658.5,Brown & Adams 1984
Birds,Non‐Passer,Procellarii,Fulmarus_glacialis,728,687.5,Bryant & Furness 1995
Birds,Non‐Passer,Procellarii,Halobaena_caerulea,191,319,Brown 1988
Birds,Non‐Passer,Procellarii,Macronectes_giganteus,4780,2404,Brown & Adams 1984
Birds,Non‐Passer,Procellarii,Oceanodroma_furcata,44.6,79.5,Vleck & Kenagy 1980
Birds,Non‐Passer,Procellarii,Oceanodroma_leucorhoa,42,110.5,"Iversen, Krog, 1972; Ricklefs et al, 1980"
Birds,Non‐Passer,Procellarii,Pelecanoides_georgicus,127,177,"Adams, Brown, 1984"
Birds,Non‐Passer,Procellarii,Phoebastria_immutabilis,2522,1345,"Grant, Whittow, 1983"
Birds,Non‐Passer,Procellarii,Phoebetria_fusca,2875,1489.5,Adams & Brown 1984
Birds,Non‐Passer,Procellarii,Procellaria_aequinoctialis,1287,1135.5,Brown & Adams 1984
Birds,Non‐Passer,Procellarii,Procellaria_cinerea,1014,902,Brown & Adams 1984
Birds,Non‐Passer,Procellarii,Pterodroma_hypoleuca,169,228,"Grant, Whittow, 1983"
Birds,Non‐Passer,Procellarii,Pterodroma_macroptera,479,485.5,Brown 1988
Birds,Non‐Passer,Procellarii,Pterodroma_mollis,274,314.5,Adams & Brown 1984
Birds,Non‐Passer,Procellarii,Puffinus_puffinus,367,419,Bryant & Furness 1995
Birds,Non‐Passer,Procellarii,Thalassarche_chrysostoma,3753,1531.5,Adams & Brown 1984
Birds,Non‐Passer,Psittaci,Agapornis_fischeri,56.7,95,Gavrilov & Dol’nik 1985
Birds,Non‐Passer,Psittaci,Agapornis_roseicollis,48.1,83.5,Kendeigh et al. 1977
Birds,Non‐Passer,Psittaci,Barnardius_zonarius,131.8,142.5,Williams et al. 1991
Birds,Non‐Passer,Psittaci,Bolborhynchus_lineola,54.5,106.5,"Bucher, 1981"
Birds,Non‐Passer,Psittaci,Bolborhynchus_orbygnesius,46.4,69.09,"Londono et al., 2015"
Birds,Non‐Passer,Psittaci,Brotogeris_jugularis,63.5,103.5,Wiersma et al. 2007
Birds,Non‐Passer,Psittaci,Cyanoramphus_auriceps,52.9,88.5,McNab & Salisbury 1995
Birds,Non‐Passer,Psittaci,Cyanoramphus_novaezelandiae,56.1,112,McNab & Salisbury 1995
Birds,Non‐Passer,Psittaci,Cyanoramphus_unicolor,129.4,194.5,McNab & Salisbury 1995
Birds,Non‐Passer,Psittaci,Loriculus_galgulus,27,93,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Psittaci,Loriculus_vernalis,26.7,58.45,Bushuev et al. (unpublished)
Birds,Non‐Passer,Psittaci,Melopsittacus_undulatus,33.7,66.5,Weathers & Schoenbaechler 1976
Birds,Non‐Passer,Psittaci,Myiopsitta_monachus,80.4,94.5,Weathers & Caccamise 1978
Birds,Non‐Passer,Psittaci,Neophema_petrophila,48.4,114,Williams et al. 1991
Birds,Non‐Passer,Psittaci,Neophema_pulchella,40,104.5,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Psittaci,Neopsephotus_bourkii,40,97,Prinzinger & Hanssler 1980
Birds,Non‐Passer,Psittaci,Psittacula_alexandri,114.8,151.17,Bushuev et al. (unpublished)
Birds,Non‐Passer,Psittaci,Trichoglossus_haematodus,137.1,215,Williams et al. 1991
Birds,Non‐Passer,Pteroclidi,Pterocles_orientalis,386.4,350.5,Hinsley et al. 1993
Birds,Non‐Passer,Sphenisci,Aptenodytes_forsteri,23370,7709.5,Pinshow et al. 1976
Birds,Non‐Passer,Sphenisci,Aptenodytes_patagonicus,11080,3933.5,Gavrilov 1977
Birds,Non‐Passer,Sphenisci,Eudyptes_chrysocome,2330,1050,Gavrilov 1977; Brown 1984
Birds,Non‐Passer,Sphenisci,Eudyptes_chrysolophus,3870,1556.5,Gavrilov 1977; Brown 1984
Birds,Non‐Passer,Sphenisci,Eudyptes_pachyrhynchus,2600,1246,Drent & Stonehouse 1971
Birds,Non‐Passer,Sphenisci,Eudyptula_minor,1100,574.5,Baudinette et al. 1986
Birds,Non‐Passer,Sphenisci,Eudyptula_minor,1150,1190.5,"Pinshow et al,, 1977"
Birds,Non‐Passer,Sphenisci,Megadyptes_antipodes,4800,2072.5,Drent & Stonehouse 1971
Birds,Non‐Passer,Sphenisci,Pygoscelis_adeliae,3970,2202,Kooyman et al. 1976
Birds,Non‐Passer,Sphenisci,Pygoscelis_papua,5775,5950.5,"Scholander et al,,1940"
Birds,Non‐Passer,Sphenisci,Spheniscus_humboldti,3870,1707,Drent & Stonehouse 1971
Birds,Non‐Passer,Strigi,Aegolius_acadicus,118.1,112.5,Ligon 1969
Birds,Non‐Passer,Strigi,Aegolius_funereus,130,203.5,Hohtola et al. 1994
Birds,Non‐Passer,Strigi,Asio_flammeus,406,309.5,"Graber, 1962"
Birds,Non‐Passer,Strigi,Asio_otus,252,171.5,Wijnandts 1984
Birds,Non‐Passer,Strigi,Athene_cunicularia,146.7,140,Coulombe 1970
Birds,Non‐Passer,Strigi,Athene_cunicularia,132.4,139.5,"Coulombe, 1970"
Birds,Non‐Passer,Strigi,Bubo_scandiacus,2026,592,Gessaman 1972
Birds,Non‐Passer,Strigi,Bubo_virginianus,1000,781,Ganey et al. 1993
Birds,Non‐Passer,Strigi,Glaucidium_brasilianum,60.6,78.18,"Londono et al., 2015"
Birds,Non‐Passer,Strigi,Glaucidium_cuculoides,129.9,99.31,Bushuev et al. (unpublished)
Birds,Non‐Passer,Strigi,Glaucidium_cuculoides,163,156.5,"Johnson,Collins, 1975"
Birds,Non‐Passer,Strigi,Glaucidium_gnoma,52,83.5,Ligon 1969
