"","Class","Species","Activity","LogM","LogMR","Ta","MR","M","Applied.stress","No","Dataset","Respiration","Habitat","Habitat2","Respiration2","Individual","bmkleur","Tkleur"
"3136","fish","Lepomis macrochirus","MMR",1.83897495495547,0.83927876362956,12.5,6.90682995101469,69.02,"none specified",5951,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 69.02",2,2
"3137","fish","Lepomis macrochirus","MMR",1.83897495495547,0.901426670378404,13.9,7.96941917424772,69.02,"none specified",5952,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 69.02",2,2
"3138","fish","Lepomis macrochirus","MMR",1.84497393814689,0.644184218795242,9,4.4074177746676,69.98,"none specified",5953,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 69.98",2,1
"3139","fish","Lepomis macrochirus","RMR",1.84497393814689,0.405945052990717,11.9,2.54650804758572,69.98,"none specified",5954,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 69.98",2,2
"3140","fish","Lepomis macrochirus","MMR",1.84497393814689,0.954759532365454,12.5,9.01072078376487,69.98,"none specified",5955,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 69.98",2,2
"3141","fish","Lepomis macrochirus","RMR",1.84497393814689,0.904785557403615,24.2,8.03129461161651,69.98,"none specified",5956,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 69.98",2,3
"3142","fish","Lepomis macrochirus","MMR",1.86183299765794,0.902700421276208,17.8,7.99282715185444,72.75,"none specified",5957,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 72.75",2,2
"3143","fish","Lepomis macrochirus","RMR",1.86296575897776,0.970384619917222,11.9,9.34081175647306,72.94,"none specified",5958,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 72.94",2,2
"3144","fish","Lepomis macrochirus","MMR",1.86296575897776,1.09532335652552,15,12.4544156752974,72.94,"none specified",5959,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 72.94",2,2
"3145","fish","Lepomis macrochirus","MMR",1.86899690248714,0.8073863588584,10,6.41780265920224,73.96,"none specified",5960,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 73.96",2,1
"3146","fish","Lepomis macrochirus","MMR",1.86899690248714,0.949493120603714,12,8.9021133659902,73.96,"none specified",5961,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 73.96",2,2
"3147","fish","Lepomis macrochirus","MMR",1.86899690248714,1.0106298639577,12.2,10.2477816655003,73.96,"none specified",5962,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 73.96",2,2
"3148","fish","Lepomis macrochirus","RMR",1.87494543608553,1.00321443599811,11.9,10.0742897130861,74.98,"none specified",5963,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 74.98",2,2
"3149","fish","Lepomis macrochirus","RMR",1.87494543608553,1.00771493722479,11.9,10.1792302309307,74.98,"none specified",5964,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 74.98",2,2
"3150","fish","Lepomis macrochirus","MMR",1.88098499048675,0.83989611400262,8.2,6.91665500349895,76.03,"none specified",5965,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 76.03",2,1
"3151","fish","Lepomis macrochirus","MMR",1.88098499048675,0.797834769001909,8.5,6.27819454163751,76.03,"none specified",5966,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 76.03",2,1
"3152","fish","Lepomis macrochirus","MMR",1.88098499048675,0.86583184809702,18.8,7.34229531140658,76.03,"none specified",5967,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 76.03",2,2
"3153","fish","Lepomis macrochirus","MMR",1.88098499048675,1.27249542517391,25.2,18.7281735479356,76.03,"none specified",5968,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 76.03",2,3
"3154","fish","Lepomis macrochirus","MMR",1.88598281135497,1.32312733995987,25.8,21.0439538138558,76.91,"none specified",5969,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 76.91",2,3
"3155","fish","Lepomis macrochirus","RMR",1.89198323085197,0.805136863807158,14.9,6.38464660601819,77.98,"none specified",5970,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 77.98",2,2
"3156","fish","Lepomis macrochirus","RMR",1.89198323085197,0.957059090101052,18.5,9.05855843247026,77.98,"none specified",5971,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 77.98",2,2
"3157","fish","Lepomis macrochirus","MMR",1.89795681000695,0.892143693871361,12,7.80088173547936,79.06,"none specified",5972,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 79.06",2,2
"3158","fish","Lepomis macrochirus","RMR",1.9029813997975,0.830734541322983,11.9,6.77227431770469,79.98,"none specified",5973,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 79.98",2,2
"3159","fish","Lepomis macrochirus","RMR",1.9029813997975,1.00802055899161,12.3,10.1863960811756,79.98,"none specified",5974,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 79.98",2,2
"3160","fish","Lepomis macrochirus","RMR",1.90891374002097,0.736152744269569,14.8,5.44694191742477,81.08,"none specified",5975,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 81.08",2,2
"3161","fish","Lepomis macrochirus","MMR",1.90896730041839,1.07615436636134,17.8,11.916655003499,81.09,"none specified",5976,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 81.09",2,2
"3162","fish","Lepomis macrochirus","MMR",1.91397271155097,1.23894742571715,24.5,17.3359412176347,82.03,"none specified",5977,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 82.03",2,3
"3163","fish","Lepomis macrochirus","MMR",1.91897343049295,1.14415244341359,22,13.9364590622813,82.98,"none specified",5978,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Lepomis macrochirus 82.98",2,3
